image_id,folder,true_crop,expected_family,is_ood,vision_status,predicted_crop,crop_confidence,predicted_disease,disease_confidence,requires_second_image,has_clarification_prompt,prescription_emitted,prescription_crop,prescription_disease,prescription_chemical,outcome
Chili__Healthy_Leaf/0002.jpg,Chili__Healthy_Leaf,Chili,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Chili__Healthy_Leaf/0003.jpg,Chili__Healthy_Leaf,Chili,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Chili__Healthy_Leaf/0004.jpg,Chili__Healthy_Leaf,Chili,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Chili__Healthy_Leaf/0005.jpg,Chili__Healthy_Leaf,Chili,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Chili__Healthy_Leaf/0006.jpg,Chili__Healthy_Leaf,Chili,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Chili__Healthy_Leaf/0007.jpg,Chili__Healthy_Leaf,Chili,Solanacea,False,no_disease_model,Solanacea,0.9999,,0.0,False,False,False,,,,SAFE_ABSTAIN
Chili__Healthy_Leaf/0008.jpg,Chili__Healthy_Leaf,Chili,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Chili__Healthy_Leaf/0009.jpg,Chili__Healthy_Leaf,Chili,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Chili__Healthy_Leaf/0010.jpg,Chili__Healthy_Leaf,Chili,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Healthy_Leaf/0001.jpg,Eggplant__Healthy_Leaf,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Healthy_Leaf/0002.jpg,Eggplant__Healthy_Leaf,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Healthy_Leaf/0003.jpg,Eggplant__Healthy_Leaf,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Healthy_Leaf/0004.jpg,Eggplant__Healthy_Leaf,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9991,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Healthy_Leaf/0005.jpg,Eggplant__Healthy_Leaf,Eggplant,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Healthy_Leaf/0006.jpg,Eggplant__Healthy_Leaf,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Healthy_Leaf/0007.jpg,Eggplant__Healthy_Leaf,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Healthy_Leaf/0008.jpg,Eggplant__Healthy_Leaf,Eggplant,Solanacea,False,uncertain,Solanacea,0.9998,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Healthy_Leaf/0009.jpg,Eggplant__Healthy_Leaf,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9925,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Healthy_Leaf/0010.jpg,Eggplant__Healthy_Leaf,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Insect_Pest_Disease/0001.jpg,Eggplant__Insect_Pest_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Insect_Pest_Disease/0002.jpg,Eggplant__Insect_Pest_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Insect_Pest_Disease/0003.jpg,Eggplant__Insect_Pest_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Insect_Pest_Disease/0004.jpg,Eggplant__Insect_Pest_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Insect_Pest_Disease/0005.jpg,Eggplant__Insect_Pest_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9998,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Insect_Pest_Disease/0006.jpg,Eggplant__Insect_Pest_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Insect_Pest_Disease/0007.jpg,Eggplant__Insect_Pest_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Insect_Pest_Disease/0008.jpg,Eggplant__Insect_Pest_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9991,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Insect_Pest_Disease/0009.jpg,Eggplant__Insect_Pest_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,0.9995,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Insect_Pest_Disease/0010.jpg,Eggplant__Insect_Pest_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Leaf_Spot_Disease/0001.jpg,Eggplant__Leaf_Spot_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9999,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Leaf_Spot_Disease/0002.jpg,Eggplant__Leaf_Spot_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Leaf_Spot_Disease/0003.jpg,Eggplant__Leaf_Spot_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Leaf_Spot_Disease/0004.jpg,Eggplant__Leaf_Spot_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Leaf_Spot_Disease/0005.jpg,Eggplant__Leaf_Spot_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Leaf_Spot_Disease/0006.jpg,Eggplant__Leaf_Spot_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Leaf_Spot_Disease/0007.jpg,Eggplant__Leaf_Spot_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9999,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Leaf_Spot_Disease/0008.jpg,Eggplant__Leaf_Spot_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Leaf_Spot_Disease/0009.jpg,Eggplant__Leaf_Spot_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Leaf_Spot_Disease/0010.jpg,Eggplant__Leaf_Spot_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Mosaic_Virus_Disease/0001.jpg,Eggplant__Mosaic_Virus_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Mosaic_Virus_Disease/0002.jpg,Eggplant__Mosaic_Virus_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Mosaic_Virus_Disease/0003.jpg,Eggplant__Mosaic_Virus_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,0.9989,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Mosaic_Virus_Disease/0004.jpg,Eggplant__Mosaic_Virus_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Mosaic_Virus_Disease/0005.jpg,Eggplant__Mosaic_Virus_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Mosaic_Virus_Disease/0006.jpg,Eggplant__Mosaic_Virus_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Mosaic_Virus_Disease/0007.jpg,Eggplant__Mosaic_Virus_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Mosaic_Virus_Disease/0008.jpg,Eggplant__Mosaic_Virus_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Mosaic_Virus_Disease/0009.jpg,Eggplant__Mosaic_Virus_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Mosaic_Virus_Disease/0010.jpg,Eggplant__Mosaic_Virus_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,0.9582,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Wilt_Disease/0001.jpg,Eggplant__Wilt_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,0.9805,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Wilt_Disease/0002.jpg,Eggplant__Wilt_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Wilt_Disease/0003.jpg,Eggplant__Wilt_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9795,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Wilt_Disease/0004.jpg,Eggplant__Wilt_Disease,Eggplant,Solanacea,False,uncertain,Solanacea,0.5515,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Eggplant__Wilt_Disease/0005.jpg,Eggplant__Wilt_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9937,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Wilt_Disease/0006.jpg,Eggplant__Wilt_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9976,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Wilt_Disease/0007.jpg,Eggplant__Wilt_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9943,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Wilt_Disease/0008.jpg,Eggplant__Wilt_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.954,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Wilt_Disease/0009.jpg,Eggplant__Wilt_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,0.9998,,0.0,False,False,False,,,,SAFE_ABSTAIN
Eggplant__Wilt_Disease/0010.jpg,Eggplant__Wilt_Disease,Eggplant,Solanacea,False,no_disease_model,Solanacea,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Alternaria_Leaf_Blight/0001.jpg,Gourd__Alternaria_Leaf_Blight,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Alternaria_Leaf_Blight/0002.jpg,Gourd__Alternaria_Leaf_Blight,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Alternaria_Leaf_Blight/0003.jpg,Gourd__Alternaria_Leaf_Blight,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Alternaria_Leaf_Blight/0004.jpg,Gourd__Alternaria_Leaf_Blight,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Alternaria_Leaf_Blight/0005.jpg,Gourd__Alternaria_Leaf_Blight,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Alternaria_Leaf_Blight/0006.jpg,Gourd__Alternaria_Leaf_Blight,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Alternaria_Leaf_Blight/0007.jpg,Gourd__Alternaria_Leaf_Blight,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Alternaria_Leaf_Blight/0008.jpg,Gourd__Alternaria_Leaf_Blight,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Alternaria_Leaf_Blight/0009.jpg,Gourd__Alternaria_Leaf_Blight,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Alternaria_Leaf_Blight/0010.jpg,Gourd__Alternaria_Leaf_Blight,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Downy_Mildew/0003.jpg,Gourd__Downy_Mildew,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Downy_Mildew/0004.jpg,Gourd__Downy_Mildew,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Downy_Mildew/0006.jpg,Gourd__Downy_Mildew,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Downy_Mildew/0008.jpg,Gourd__Downy_Mildew,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Healthy_Leaf/0003.jpg,Gourd__Healthy_Leaf,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Healthy_Leaf/0009.jpg,Gourd__Healthy_Leaf,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Mosaic_Virus/0001.jpg,Gourd__Mosaic_Virus,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Mosaic_Virus/0004.jpg,Gourd__Mosaic_Virus,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Mosaic_Virus/0005.jpg,Gourd__Mosaic_Virus,Gourd,GourdGuava,True,no_disease_model,GourdGuava,0.986,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Mosaic_Virus/0006.jpg,Gourd__Mosaic_Virus,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Mosaic_Virus/0007.jpg,Gourd__Mosaic_Virus,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Mosaic_Virus/0008.jpg,Gourd__Mosaic_Virus,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Mosaic_Virus/0009.jpg,Gourd__Mosaic_Virus,Gourd,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Gourd__Mosaic_Virus/0010.jpg,Gourd__Mosaic_Virus,Gourd,GourdGuava,True,no_disease_model,GourdGuava,0.9984,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Algal_Leaf_Spot/0001.jpg,Guava__Algal_Leaf_Spot,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Algal_Leaf_Spot/0002.jpg,Guava__Algal_Leaf_Spot,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Algal_Leaf_Spot/0003.jpg,Guava__Algal_Leaf_Spot,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9991,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Algal_Leaf_Spot/0004.jpg,Guava__Algal_Leaf_Spot,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Algal_Leaf_Spot/0005.jpg,Guava__Algal_Leaf_Spot,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9958,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Algal_Leaf_Spot/0006.jpg,Guava__Algal_Leaf_Spot,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Algal_Leaf_Spot/0007.jpg,Guava__Algal_Leaf_Spot,Guava,GourdGuava,True,uncertain,GourdGuava,0.881,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Guava__Algal_Leaf_Spot/0008.jpg,Guava__Algal_Leaf_Spot,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Algal_Leaf_Spot/0009.jpg,Guava__Algal_Leaf_Spot,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.999,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Algal_Leaf_Spot/0010.jpg,Guava__Algal_Leaf_Spot,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9968,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Dry_Leaf/0001.jpg,Guava__Dry_Leaf,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9885,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Dry_Leaf/0002.jpg,Guava__Dry_Leaf,Guava,GourdGuava,True,uncertain,GourdGuava,0.8215,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Guava__Dry_Leaf/0003.jpg,Guava__Dry_Leaf,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9192,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Dry_Leaf/0004.jpg,Guava__Dry_Leaf,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9995,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Dry_Leaf/0005.jpg,Guava__Dry_Leaf,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9893,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Dry_Leaf/0006.jpg,Guava__Dry_Leaf,Guava,GourdGuava,True,uncertain,GourdGuava,0.7972,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Guava__Dry_Leaf/0007.jpg,Guava__Dry_Leaf,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9988,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Dry_Leaf/0008.jpg,Guava__Dry_Leaf,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9975,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Dry_Leaf/0009.jpg,Guava__Dry_Leaf,Guava,GourdGuava,True,uncertain,Solanacea,0.4344,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Guava__Healthy/0001.jpg,Guava__Healthy,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Healthy/0002.jpg,Guava__Healthy,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Healthy/0003.jpg,Guava__Healthy,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9993,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Healthy/0004.jpg,Guava__Healthy,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Healthy/0005.jpg,Guava__Healthy,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Healthy/0006.jpg,Guava__Healthy,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9387,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Healthy/0007.jpg,Guava__Healthy,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9997,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Healthy/0008.jpg,Guava__Healthy,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9989,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Healthy/0009.jpg,Guava__Healthy,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Healthy/0010.jpg,Guava__Healthy,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9981,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Insect_Pest_Disease/0001.jpg,Guava__Insect_Pest_Disease,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9978,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Insect_Pest_Disease/0002.jpg,Guava__Insect_Pest_Disease,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9786,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Insect_Pest_Disease/0003.jpg,Guava__Insect_Pest_Disease,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9918,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Insect_Pest_Disease/0004.jpg,Guava__Insect_Pest_Disease,Guava,GourdGuava,True,uncertain,GourdGuava,0.877,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Guava__Insect_Pest_Disease/0005.jpg,Guava__Insect_Pest_Disease,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9918,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Insect_Pest_Disease/0006.jpg,Guava__Insect_Pest_Disease,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9197,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Insect_Pest_Disease/0007.jpg,Guava__Insect_Pest_Disease,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9993,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Insect_Pest_Disease/0008.jpg,Guava__Insect_Pest_Disease,Guava,GourdGuava,True,uncertain,Potato,0.5209,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Guava__Insect_Pest_Disease/0009.jpg,Guava__Insect_Pest_Disease,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9985,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Insect_Pest_Disease/0010.jpg,Guava__Insect_Pest_Disease,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9847,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Red_Rust/0001.jpg,Guava__Red_Rust,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9889,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Red_Rust/0002.jpg,Guava__Red_Rust,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Red_Rust/0003.jpg,Guava__Red_Rust,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Red_Rust/0004.jpg,Guava__Red_Rust,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Red_Rust/0005.jpg,Guava__Red_Rust,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Red_Rust/0006.jpg,Guava__Red_Rust,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.9968,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Red_Rust/0007.jpg,Guava__Red_Rust,Guava,GourdGuava,True,uncertain,Potato,0.5319,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Guava__Red_Rust/0008.jpg,Guava__Red_Rust,Guava,GourdGuava,True,no_disease_model,GourdGuava,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Red_Rust/0009.jpg,Guava__Red_Rust,Guava,GourdGuava,True,no_disease_model,GourdGuava,0.941,,0.0,False,False,False,,,,SAFE_ABSTAIN
Guava__Red_Rust/0010.jpg,Guava__Red_Rust,Guava,GourdGuava,True,uncertain,GourdGuava,0.7259,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Potato__Early_Blight/0001.jpg,Potato__Early_Blight,Potato,Potato,False,diagnosed,Potato,0.9998,Potato__Early_Blight,1.0,False,False,False,,,,SAFE_AUTOMATION
Potato__Early_Blight/0002.jpg,Potato__Early_Blight,Potato,Potato,False,diagnosed,Potato,1.0,Potato__Early_Blight,0.9989,False,False,False,,,,SAFE_AUTOMATION
Potato__Early_Blight/0003.jpg,Potato__Early_Blight,Potato,Potato,False,uncertain,Potato,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Potato__Early_Blight/0004.jpg,Potato__Early_Blight,Potato,Potato,False,diagnosed,Potato,0.9844,Potato__Early_Blight,1.0,False,False,False,,,,SAFE_AUTOMATION
Potato__Early_Blight/0005.jpg,Potato__Early_Blight,Potato,Potato,False,diagnosed,Potato,1.0,Potato__Early_Blight,1.0,False,False,False,,,,SAFE_AUTOMATION
Potato__Early_Blight/0006.jpg,Potato__Early_Blight,Potato,Potato,False,diagnosed,Potato,1.0,Potato__Early_Blight,1.0,False,False,False,,,,SAFE_AUTOMATION
Potato__Early_Blight/0007.jpg,Potato__Early_Blight,Potato,Potato,False,uncertain,Potato,0.9998,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Potato__Early_Blight/0008.jpg,Potato__Early_Blight,Potato,Potato,False,uncertain,Potato,0.9489,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Potato__Early_Blight/0009.jpg,Potato__Early_Blight,Potato,Potato,False,diagnosed,Potato,0.998,Potato__Late_Blight,0.9997,False,False,False,,,,UNSAFE_AUTO_ADVISORY
Potato__Early_Blight/0010.jpg,Potato__Early_Blight,Potato,Potato,False,uncertain,Potato,0.9994,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Potato__Healthy_Leaf/0001.jpg,Potato__Healthy_Leaf,Potato,Potato,False,uncertain,Potato,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
Potato__Healthy_Leaf/0002.jpg,Potato__Healthy_Leaf,Potato,Potato,False,healthy,Potato,1.0,Potato__Healthy_Leaf,1.0,False,False,False,,,,SAFE_AUTOMATION
Potato__Healthy_Leaf/0003.jpg,Potato__Healthy_Leaf,Potato,Potato,False,uncertain,Potato,1.0,,0.0,False,True,False,,,,SAFE_CLARIFICATION
